,activeinvestors,alternateofficecount,businessstatus,companyalsoknownas,companyfinancingstatus,companyformername,companyid,companylegalname,companyname,description,employees,exchange,facebookprofileurl,financingstatusnote,firstfinancingdate,firstfinancingdealclass,firstfinancingdealtype,firstfinancingdealtype2,firstfinancingdealtype3,firstfinancingsize,firstfinancingsizestatus,firstfinancingstatus,formerinvestors,growthrate,growthratechange,growthratepercentchange,growthratepercentile,hqaddressline1,hqaddressline2,hqcity,hqcountry,hqemail,hqfax,hqglobalregion,hqglobalsubregion,hqlocation,hqphone,hqpostcode,hqstate_province,keywords,lastfinancingdate,lastfinancingdealclass,lastfinancingdealtype,lastfinancingdealtype2,lastfinancingdealtype3,lastfinancingsize,lastfinancingsizestatus,lastfinancingstatus,lastupdated,linkedinprofileurl,ownershipstatus,parentcompany,pitchbookprofilelink,primaryindustrycode,primaryindustrygroup,primaryindustrysector,sizemultiple,sizemultiplechange,sizemultiplepercentchange,sizemultiplepercentile,socialgrowthrate,socialgrowthratepercentile,socialsizemultiple,socialsizemultiplepercentile,ticker,totalraised,twitterfollowers,twitterfollowerschange,twitterfollowerspercentchange,twittergrowthrate,twittergrowthratepercentile,twitterprofileurl,twittersizemultiple,twittersizemultiplepercentile,universe,webgrowthrate,webgrowthratepercentile,website,websizemultiple,websizemultiplepercentile,wrds_src,yearfounded
377,,,Bankruptcy: Admin/Reorg,,Formerly PE-Backed,,50976-46,Fintube LLC,Fintube,"Manufacturer of heat transfer components, based out of Tulsa, Oklahoma. The company offers products like plain and electric resistance welded (ERW) boiler tubes, finned and studded tubes, tubular air pre-heaters, and waste heat recovery units.",171.0,,,"The company was acquired by Rosa Operating for an undisclosed amount on March 29, 2018. The company is no longer actively tracked by PitchBook.",2010-09-01,Private Equity,Buyout/LBO,Corporate Divestiture,,25.0,Actual,Completed,2.0,,,,,555 West 41st Street,,Tulsa,United States,jrosa@fintube.net,,Americas,North America,"Tulsa, OK",+1 (918) 446-4561,74107,Oklahoma,"electric resistance weld tubes, erw tubes, heat exchanger, heat transfer components, heat transfer technology, plain boiler tubes, studded tubes, waste heat recovery unit",2018-03-29,Individual,Merger/Acquisition,,,,,Completed,2021-04-21,,Acquired/Merged,,https://my.pitchbook.com?c=50976-46,Electrical Equipment,Commercial Products,Business Products and Services (B2B),,,,,,,,,,,,,,,,,,,"Debt Financed, Private Equity",,,www.fintubellc.com,,,ot_na,1960.0
378,,,Bankruptcy: Admin/Reorg,,Formerly PE-Backed,,50976-46,Fintube LLC,Fintube,"Manufacturer of heat transfer components, based out of Tulsa, Oklahoma. The company offers products like plain and electric resistance welded (ERW) boiler tubes, finned and studded tubes, tubular air pre-heaters, and waste heat recovery units.",171.0,,,"The company was acquired by Rosa Operating for an undisclosed amount on March 29, 2018. The company is no longer actively tracked by PitchBook.",2010-09-01,Private Equity,Buyout/LBO,Corporate Divestiture,,25.0,Actual,Completed,2.0,,,,,555 West 41st Street,,Tulsa,United States,jrosa@fintube.net,,Americas,North America,"Tulsa, OK",+1 (918) 446-4561,74107,Oklahoma,"electric resistance weld tubes, erw tubes, heat exchanger, heat transfer components, heat transfer technology, plain boiler tubes, studded tubes, waste heat recovery unit",2018-03-29,Individual,Merger/Acquisition,,,,,Completed,2021-04-21,,Acquired/Merged,,https://my.pitchbook.com?c=50976-46,Electrical Equipment,Commercial Products,Business Products and Services (B2B),,,,,,,,,,,,,,,,,,,"Debt Financed, Private Equity",,,www.fintubellc.com,,,pe_na,1960.0
379,,,Startup,,Formerly VC-backed,,51313-33,Acoustic Imaging Technologies Corporation,Acoustic Imaging Technologies,Manufactures of ultrasonic imaging equipment. The company's equipment is used for medical diagnostics.,,,,The company was acquired by Dornier MedTech on an undisclosed date.,,Venture Capital,Early Stage VC,,,,,Completed,1.0,,,,,,,Phoenix,United States,,,Americas,North America,"Phoenix, AZ",,,Arizona,"acoustic imaging, imaging equipment, ultrasonic imaging",,Corporate,Merger/Acquisition,,,,,Completed,2021-04-21,,Privately Held (backing),,https://my.pitchbook.com?c=51313-33,Diagnostic Equipment,Healthcare Devices and Supplies,Healthcare,,,,,,,,,,,,,,,,,,,Venture Capital,,,,,,ot_na,
380,1.0,,Profitable,Italmatch,Private Equity-Backed,Saffa group,51318-46,Italmatch Chemicals S.p.A.,Italmatch Chemicals,"Manufacturer and distributor of phosphorus-based additives for engine lubrication oil and plastics. The company's phosphorus derivative products include lubricant, water & oil, detergents, plastics additives, polymers, esters and chlorides and are produced in ISO certified sites using sustainable technology, enabling customers and suppliers to receive a full range of products with an effective application.",900.0,,,"The company was acquired by Bain Capital and its management through a EUR 700 million LBO on October 1, 2018.",1997-09-01,Private Equity,Buyout/LBO,Management Buyout,,,,Completed,6.0,,,,,Via Magazzini del Cotone 17,Modulo 4,Genova,Italy,,+39 01 0469 5296,Europe,Southern Europe,"Genova, Italy",+39 01 0642 081,16128,,"additives, engine oil additives, lubricants oil, phosphorus derivatives, plastic additives",2018-10-01,Private Equity,Buyout/LBO,Management Buyout,Secondary Buyout,816.01883838,Actual,Completed,2021-04-21,http://www.linkedin.com/company/italmatch-chemicals-spa,Privately Held (backing),,https://my.pitchbook.com?c=51318-46,Specialty Chemicals,Chemicals and Gases,Materials and Resources,,,,,,,,,,91.3232056,,,,,,,,,"Debt Financed, Private Equity",,,www.italmatch.com,,,ot_row,1997.0
381,1.0,,Profitable,Italmatch,Private Equity-Backed,Saffa group,51318-46,Italmatch Chemicals S.p.A.,Italmatch Chemicals,"Manufacturer and distributor of phosphorus-based additives for engine lubrication oil and plastics. The company's phosphorus derivative products include lubricant, water & oil, detergents, plastics additives, polymers, esters and chlorides and are produced in ISO certified sites using sustainable technology, enabling customers and suppliers to receive a full range of products with an effective application.",900.0,,,"The company was acquired by Bain Capital and its management through a EUR 700 million LBO on October 1, 2018.",1997-09-01,Private Equity,Buyout/LBO,Management Buyout,,,,Completed,6.0,,,,,Via Magazzini del Cotone 17,Modulo 4,Genova,Italy,,+39 01 0469 5296,Europe,Southern Europe,"Genova, Italy",+39 01 0642 081,16128,,"additives, engine oil additives, lubricants oil, phosphorus derivatives, plastic additives",2018-10-01,Private Equity,Buyout/LBO,Management Buyout,Secondary Buyout,816.01883838,Actual,Completed,2021-04-21,http://www.linkedin.com/company/italmatch-chemicals-spa,Privately Held (backing),,https://my.pitchbook.com?c=51318-46,Specialty Chemicals,Chemicals and Gases,Materials and Resources,,,,,,,,,,91.3232056,,,,,,,,,"Debt Financed, Private Equity",,,www.italmatch.com,,,pe_row,1997.0
382,21.0,6.0,Generating Revenue,,Venture Capital-Backed,Influentials.net,51618-97,Dynamic Signal Inc.,Dynamic Signal,"Provider of a corporate communication platform designed to keep employees informed and engaged. The company's platform helps to keep employees connected with localized news and information, gives content managers the ability to publish content only to their groups and monitors internal engagement, enabling organizations to generate brand equity and advocacy.",255.0,,https://www.facebook.com/DynamicSignal,"The company has entered into a definitive agreement to be acquired by SocialChorus, via its financial sponsor Sumeru Equity Partners, and its management through an LBO on June 8, 2021 for an undisclosed sum. This combination will accelerate the transition from destination site delivery models to an orchestrated digital employee experience that promotes employee productivity and well-being. Previously, the company raised $36.5 million of Series E venture funding from WarnerMedia Investments, M12 and Cisco Investments on August 1, 2018, putting the company's pre-money valuation at $265 million. The company is being actively tracked by PitchBook.",2011-02-19,Venture Capital,Early Stage VC,Series A,,7.999504,Actual,Completed,,-0.96,-0.01,-1.45,4.0,851 Traeger Avenue,Suite 200,San Bruno,United States,info@dynamicsignal.com,+1 (877) 335-9093,Americas,North America,"San Bruno, CA",+1 (650) 231-2550,94066,California,"communication platform, company communication, employee communication software, employee engagement, employee feedback services",2021-06-08,Private Equity,Buyout/LBO,Management Buyout,Add-on,,,Announced/In Progress,2021-06-09,http://www.linkedin.com/company/dynamic-signal,Privately Held (backing),,https://my.pitchbook.com?c=51618-97,Business/Productivity Software,Software,Information Technology,85.5,0.4,0.47,99.0,-0.11,17.0,22.66,92.0,,101.920187,7185.0,-10.0,-0.14,-0.11,17.0,https://twitter.com/dynamic_signal,22.66,92.0,"Private Equity, Venture Capital",-3.26,1.0,www.dynamicsignal.com,13.05,93.0,pe_na,2010.0
383,21.0,6.0,Generating Revenue,,Venture Capital-Backed,Influentials.net,51618-97,Dynamic Signal Inc.,Dynamic Signal,"Provider of a corporate communication platform designed to keep employees informed and engaged. The company's platform helps to keep employees connected with localized news and information, gives content managers the ability to publish content only to their groups and monitors internal engagement, enabling organizations to generate brand equity and advocacy.",255.0,,https://www.facebook.com/DynamicSignal,"The company has entered into a definitive agreement to be acquired by SocialChorus, via its financial sponsor Sumeru Equity Partners, and its management through an LBO on June 8, 2021 for an undisclosed sum. This combination will accelerate the transition from destination site delivery models to an orchestrated digital employee experience that promotes employee productivity and well-being. Previously, the company raised $36.5 million of Series E venture funding from WarnerMedia Investments, M12 and Cisco Investments on August 1, 2018, putting the company's pre-money valuation at $265 million. The company is being actively tracked by PitchBook.",2011-02-19,Venture Capital,Early Stage VC,Series A,,7.999504,Actual,Completed,,-0.96,-0.01,-1.45,4.0,851 Traeger Avenue,Suite 200,San Bruno,United States,info@dynamicsignal.com,+1 (877) 335-9093,Americas,North America,"San Bruno, CA",+1 (650) 231-2550,94066,California,"communication platform, company communication, employee communication software, employee engagement, employee feedback services",2021-06-08,Private Equity,Buyout/LBO,Management Buyout,Add-on,,,Announced/In Progress,2021-06-09,http://www.linkedin.com/company/dynamic-signal,Privately Held (backing),,https://my.pitchbook.com?c=51618-97,Business/Productivity Software,Software,Information Technology,85.5,0.4,0.47,99.0,-0.11,17.0,22.66,92.0,,101.920187,7185.0,-10.0,-0.14,-0.11,17.0,https://twitter.com/dynamic_signal,22.66,92.0,"Private Equity, Venture Capital",-3.26,1.0,www.dynamicsignal.com,13.05,93.0,vc_na,2010.0
384,4.0,,Generating Revenue,Action,Private Equity-Backed,,52342-39,Action Nederland B.V.,Action Nederland,"Operator of a discounted store-chain intended to offer small, low budget, non-food products at discounted prices based in Zwaagdijk-Oost, Netherlands. The company's discounted store-chain offers office supplies, cosmetics, food and drink, toys, textiles, porcelain and crockery, seasonal items, decorative articles, personal care, games and entertainment, fashion, fun and multimedia and household products, enabling the customers to get products at much lower prices than other retailers.",53000.0,,https://www.facebook.com/action.nederland,"The company received an undisclosed amount of development capital from Ardian, HarbourVest Partners, and undisclosed investors on January 29, 2020.",2011-09-07,Private Equity,Buyout/LBO,,,,,Completed,2.0,0.65,-0.01,-1.75,95.0,Perenmarkt 15,,Zwaagdijk-Oost,Netherlands,info@action.nl,+31 (0)22 856 5085,Europe,Western Europe,"Zwaagdijk-Oost, Netherlands",+31 (0)22 856 5656,1681 PG,,"discounted product, discounted store-chain, discounted stores, non-food discounter, retail chain",2020-01-29,Private Equity,PE Growth/Expansion,,,,,Completed,2021-06-08,http://www.linkedin.com/company/action-bv,Privately Held (backing),,https://my.pitchbook.com?c=52342-39,Department Stores,Retail,Consumer Products and Services (B2C),1939.72,0.07,0.0,100.0,0.06,82.0,15.34,90.0,,1379.2802443,4862.0,0.0,0.0,0.06,82.0,https://twitter.com/actionnederland,15.34,90.0,"Debt Financed, Private Equity",1.24,96.0,www.action.com,3864.1,100.0,ot_row,1993.0
385,4.0,,Generating Revenue,Action,Private Equity-Backed,,52342-39,Action Nederland B.V.,Action Nederland,"Operator of a discounted store-chain intended to offer small, low budget, non-food products at discounted prices based in Zwaagdijk-Oost, Netherlands. The company's discounted store-chain offers office supplies, cosmetics, food and drink, toys, textiles, porcelain and crockery, seasonal items, decorative articles, personal care, games and entertainment, fashion, fun and multimedia and household products, enabling the customers to get products at much lower prices than other retailers.",53000.0,,https://www.facebook.com/action.nederland,"The company received an undisclosed amount of development capital from Ardian, HarbourVest Partners, and undisclosed investors on January 29, 2020.",2011-09-07,Private Equity,Buyout/LBO,,,,,Completed,2.0,0.65,-0.01,-1.75,95.0,Perenmarkt 15,,Zwaagdijk-Oost,Netherlands,info@action.nl,+31 (0)22 856 5085,Europe,Western Europe,"Zwaagdijk-Oost, Netherlands",+31 (0)22 856 5656,1681 PG,,"discounted product, discounted store-chain, discounted stores, non-food discounter, retail chain",2020-01-29,Private Equity,PE Growth/Expansion,,,,,Completed,2021-06-08,http://www.linkedin.com/company/action-bv,Privately Held (backing),,https://my.pitchbook.com?c=52342-39,Department Stores,Retail,Consumer Products and Services (B2C),1939.72,0.07,0.0,100.0,0.06,82.0,15.34,90.0,,1379.2802443,4862.0,0.0,0.0,0.06,82.0,https://twitter.com/actionnederland,15.34,90.0,"Debt Financed, Private Equity",1.24,96.0,www.action.com,3864.1,100.0,pe_row,1993.0
386,1.0,,Profitable,,Formerly PE-Backed,,52864-30,Magpul Industries Corporation,Magpul,"Designer and manufacturer of high-tech polymer firearms accessories and electronics cases for firearms. The company's performance-driven accessories for firearms include polymer-based magazines, sights, stocks, slings, grips, rails, and other accessories. It offers magazines and accessories, rifle sights, rifle stocks and stock accessories, rifle grips, rifle handguards, rifle trigger guards, magazine enhancements, sling mounts, and theory-based products to target shooters, trained military units, and other customers.",,,https://www.facebook.com/magpul,"The company received $183 million of debt financing in the form of a $178 million term loan and a $5 million revolver facility from Gladstone Capital, SunTrust Bank, U.S. Bancorp, Fifth Third Bank, Regions Financial on May 1, 2020. The funds will be used to support future acquisitions.",2011-09-21,Private Equity,PE Growth/Expansion,Recapitalization,,,,Completed,1.0,,,,,8226 Bee Caves Road,,Austin,United States,info@magpul.com,,Americas,North America,"Austin, TX",+1 (512) 330-9553,78746,Texas,"firearms accessories, firearms magazine, firearms parts, firearms producer, gun accessories, magazine manufacturer, polymer firearms",2020-05-01,Debt,Debt - General,Acquisition Financing,,178.0,Actual,Completed,2021-04-21,http://www.linkedin.com/company/magpul-industries-corp,Privately Held (backing),,https://my.pitchbook.com?c=52864-30,Aerospace and Defense,Commercial Products,Business Products and Services (B2B),,,,,,,,,,191.3,,,,,,https://twitter.com/magpul,,,"Debt Financed, Private Equity",,,www.magpul.com,,,ot_na,1999.0
387,1.0,,Profitable,,Formerly PE-Backed,,52864-30,Magpul Industries Corporation,Magpul,"Designer and manufacturer of high-tech polymer firearms accessories and electronics cases for firearms. The company's performance-driven accessories for firearms include polymer-based magazines, sights, stocks, slings, grips, rails, and other accessories. It offers magazines and accessories, rifle sights, rifle stocks and stock accessories, rifle grips, rifle handguards, rifle trigger guards, magazine enhancements, sling mounts, and theory-based products to target shooters, trained military units, and other customers.",,,https://www.facebook.com/magpul,"The company received $183 million of debt financing in the form of a $178 million term loan and a $5 million revolver facility from Gladstone Capital, SunTrust Bank, U.S. Bancorp, Fifth Third Bank, Regions Financial on May 1, 2020. The funds will be used to support future acquisitions.",2011-09-21,Private Equity,PE Growth/Expansion,Recapitalization,,,,Completed,1.0,,,,,8226 Bee Caves Road,,Austin,United States,info@magpul.com,,Americas,North America,"Austin, TX",+1 (512) 330-9553,78746,Texas,"firearms accessories, firearms magazine, firearms parts, firearms producer, gun accessories, magazine manufacturer, polymer firearms",2020-05-01,Debt,Debt - General,Acquisition Financing,,178.0,Actual,Completed,2021-04-21,http://www.linkedin.com/company/magpul-industries-corp,Privately Held (backing),,https://my.pitchbook.com?c=52864-30,Aerospace and Defense,Commercial Products,Business Products and Services (B2B),,,,,,,,,,191.3,,,,,,https://twitter.com/magpul,,,"Debt Financed, Private Equity",,,www.magpul.com,,,pe_na,1999.0
